Constituency,No,Name,Gender,Category,Party,General Vote,Postal Vote,Total,PctVotes
Balurghat,2,Sekhar Dasgupta,M,GEN,AITC,57885,808,58693,38.59
Balurghat,3,Sucheta Biswas,F,GEN,RSP,15706,447,16153,10.62
Balurghat,4,NOTA,,,NOTA,1810,20,1830,1.2
Balurghat,5,Jogesh Chandra Murmu,M,ST,BSP,1138,3,1141,0.75
Balurghat,6,Narottam Saha,M,GEN,AMB,808,2,810,0.53
Balurghat,7,BIRENDRA NATH MAHANTA,M,GEN,SUCI,596,8,604,0.4
Balurghat,8,Dulal Barman,M,SC,BMUP,377,2,379,0.25
Balurghat,9,Anup Barman,M,SC,KPPU,353,0,353,0.23
Tapan,1,BUDHRAI TUDU,M,ST,BJP,83172,1209,84381,45.29
Tapan,2,KALPANA KISKU,F,ST,AITC,81939,792,82731,44.41
Tapan,3,RAGHU UROW,M,ST,RSP,11847,241,12088,6.49
Tapan,4,BABLU KISKU,M,ST,BSP,2142,4,2146,1.15
Tapan,5,NOTA,,,NOTA,1675,28,1703,0.91
Tapan,6,ALBINUS HASDA,M,ST,BMUP,1311,4,1315,0.71
Tapan,7,NIPESH TIRKI,M,ST,KPPU,1123,2,1125,0.6
Tapan,8,KALICHARAN EKKA,M,ST,SUCI,816,4,820,0.44
Gangarampur,1,SATYENDRA NATH RAY,M,SC,BJP,87561,1163,88724,46.82
Gangarampur,2,GOUTAM DAS,M,SC,AITC,83281,851,84132,44.4
Gangarampur,3,NANDA LAL HAZRA,M,SC,CPI(M),11935,338,12273,6.48
Gangarampur,4,ARUN KANTI BALA,M,SC,BSP,1166,3,1169,0.62
Gangarampur,5,NOTA,,,NOTA,1135,14,1149,0.61
Gangarampur,6,AKSHAY SARKAR,M,SC,KPPU,1139,6,1145,0.6
Gangarampur,7,SUBRATA ROY,M,SC,CPIM,889,1,890,0.47
Harirampur,1,BIPLAB MITRA,M,GEN,AITC,95432,699,96131,51.23
Harirampur,2,NILANJAN ROY,M,GEN,BJP,72793,666,73459,39.15
Harirampur,3,RAFIKUL ISLAM,M,GEN,CPI(M),12268,176,12444,6.63
Harirampur,4,BIJAN CHAKRABORTY,M,GEN,IND,1829,2,1831,0.98
Harirampur,5,NOTA,,,NOTA,1818,5,1823,0.97
Harirampur,6,PRADIP KUMAR PRAMANIK,M,GEN,IND,769,3,772,0.41
Harirampur,7,SHANKAR MARDI,M,ST,BMUP,569,2,571,0.3
Harirampur,8,JALALUDDIN AHMED,M,GEN,IND,333,0,333,0.18
Harirampur,9,HARISH MAHATO,M,GEN,SUCI,277,1,278,0.15
Habibpur,1,JOYEL MURMU,M,ST,BJP,92982,1093,94075,47.52
Habibpur,2,PRODIP BASKEY,M,ST,AITC,73956,602,74558,37.66
Habibpur,3,THAKUR TUDU,M,ST,CPI(M),13649,156,13805,6.97
Habibpur,4,BABURAM KISKU,M,ST,BMUP,5878,18,5896,2.98
Habibpur,5,NOTA,,,NOTA,2145,17,2162,1.09
Habibpur,6,PRATAP KORAMUDI,M,ST,APoI,1879,8,1887,0.95
Habibpur,7,PROVAT KISKU,M,ST,IND,1696,5,1701,0.86
Habibpur,8,SHRINATH TUDU,M,ST,BSP,1658,9,1667,0.84
Habibpur,9,MURMU JOY,M,ST,IND,829,1,830,0.42
Habibpur,10,BISWANATH MARDI,M,ST,KPPU,742,5,747,0.38
Habibpur,11,NIRMAL SOREN,M,ST,IND,655,6,661,0.33
Gazole,1,CHINMOY DEB BARMAN,M,SC,BJP,99773,882,100655,45.5
Gazole,2,BASANTI BARMAN,F,SC,AITC,98267,590,98857,44.69
Gazole,3,ARUN KUMAR BISWAS,M,SC,CPI(M),13796,154,13950,6.31
Gazole,4,SANATAN RISHI,M,SC,BSP,1935,8,1943,0.88
Gazole,5,NOTA,,,NOTA,1728,8,1736,0.78
Gazole,6,SUPEN KUMAR ROY,M,SC,SUCI,1380,1,1381,0.62
Gazole,7,SATISH RAJBANSHI,M,SC,IND,1127,0,1127,0.51
Gazole,8,BIPAD BHANJAN ROY,M,SC,BMUP,822,2,824,0.37
Gazole,9,Minu Sarkar (Barman),F,SC,KPPU,741,0,741,0.33
Chanchal,1,Nihar Ranjan Ghosh,M,GEN,AITC,115467,499,115966,58.08
Chanchal,2,Dipankar Ram (Bankat),M,GEN,BJP,48240,388,48628,24.35
Chanchal,3,Asif Mehbub,M,GEN,INC,31107,239,31346,15.7
Chanchal,4,Jhantu Kumar Rabidas,M,SC,SUCI,1213,1,1214,0.61
Chanchal,5,Younish Mia,M,GEN,BSP,1049,1,1050,0.53
Chanchal,6,NOTA,,,NOTA,1018,5,1023,0.51
Chanchal,7,Bhakta Prasad Saha,M,GEN,IND,452,0,452,0.23
Harischandrapur,1,TAJMUL HOSSAIN,M,GEN,AITC,121850,677,122527,60.31
Harischandrapur,2,MD. MATIBUR RAHAMAN,M,GEN,BJP,44841,213,45054,22.18
Harischandrapur,3,ALAM MOSTAQUE,M,GEN,INC,29179,217,29396,14.47
Harischandrapur,4,MD OLIUR RAHAMAN,M,GEN,IND,1473,0,1473,0.73
Harischandrapur,5,RAM BILAS MANDAL,M,SC,BSP,1304,1,1305,0.64
Harischandrapur,6,ALAM MD RAFIQUL,M,GEN,AIFB,1272,13,1285,0.63
Harischandrapur,7,NOTA,,,NOTA,1008,4,1012,0.5
Harischandrapur,8,MUSARAF HOSSAIN,M,GEN,SUCI,629,0,629,0.31
Harischandrapur,9,SUBRATA DAS,M,SC,IND,472,0,472,0.23
Malatipur,1,ABDUR RAHIM BOXI,M,GEN,AITC,125654,503,126157,68.02
Malatipur,2,MOUSUMI DAS,F,SC,BJP,33990,218,34208,18.44
Malatipur,3,ALBERUNI ZULKARNAIN,M,GEN,INC,19697,130,19827,10.69
Malatipur,4,NOTA,,,NOTA,2032,2,2034,1.1
Malatipur,5,MOTIUR RAHAMAN,M,GEN,AIMIM,1642,1,1643,0.89
Malatipur,6,MD. KAMRUL HODA,M,GEN,BSP,1021,2,1023,0.55
Malatipur,7,GOLAM FARUQUE,M,GEN,BMUP,591,1,592,0.32
Ratua,1,Samar Mukherjee,M,GEN,AITC,129805,869,130674,59.63
Ratua,2,Abishek Singhania,M,GEN,BJP,54326,698,55024,25.11
Ratua,3,Khatun Najema,F,GEN,INC,15997,176,16173,7.38
Ratua,4,Payel Khatun,F,GEN,IND,8596,32,8628,3.94
Ratua,5,Arafat Ali,M,GEN,WPOI,2097,5,2102,0.96
Ratua,6,NOTA,,,NOTA,2047,4,2051,0.94
Ratua,7,Chaitanya Rabidas,M,SC,BSP,1680,2,1682,0.77
Ratua,8,Ashok Chowdhury,M,SC,IND,1383,4,1387,0.63
Ratua,9,Sabina Easmin,F,GEN,IND,856,0,856,0.39
Ratua,10,Sk Israil,M,GEN,IND,570,1,571,0.26
Manikchak,1,SABITRI MITRA,F,GEN,AITC,109085,1149,110234,53.26
Manikchak,2,GOUR CHANDRA MANDAL,M,SC,BJP,75415,941,76356,36.89
Manikchak,3,ALAM MOTTAKIN,M,GEN,INC,11403,152,11555,5.58
Manikchak,4,ANIL CH. MANDAL,M,GEN,IND Chalata,2735,8,2743,1.33
Manikchak,5,CHANCHALA KARMAKAR,F,SC,BSP,1737,3,1740,0.84
Manikchak,6,AMAL KUMAR RABIDAS,M,SC,BMUP,1517,2,1519,0.73
Manikchak,7,NOTA,,,NOTA,1360,7,1367,0.66
Manikchak,8,SUMITRA DAS,F,GEN,IND,824,2,826,0.4
Manikchak,9,DALIM MANDAL,M,GEN,IND,649,2,651,0.31
Maldaha,1,Gopal Chandra Saha,M,SC,BJP,92364,1034,93398,45.23
Maldaha,2,Ujjwal Kumar Chowdhury,M,SC,AITC,77152,790,77942,37.75
Maldaha,3,Bhupendra Nath Halder (Arjun),M,SC,INC,26192,371,26563,12.86
Maldaha,4,NOTA,,,NOTA,2804,14,2818,1.36
Maldaha,5,Sujit Kumar Moulik,M,SC,IND,2124,4,2128,1.03
Maldaha,6,Santosh Kumar Sarkar,M,SC,BMUP,1464,5,1469,0.71
Maldaha,7,Mukul Sarkar,M,SC,BSP,1238,2,1240,0.6
Maldaha,8,Mirana Sarkar,F,SC,IND,930,1,931,0.45
English Bazar,1,SREERUPA MITRA CHAUDHURY(NIRBHOY DIDI),F,GEN,BJP,105422,2333,107755,49.96
English Bazar,2,KRISHNENDU NARAYAN CHOUDHURY,M,GEN,AITC,86163,1493,87656,40.64
English Bazar,3,KOUSHIK MISRA(SAHEB),M,GEN,CPI(M),10377,576,10953,5.08
English Bazar,4,NOTA,,,NOTA,3168,28,3196,1.48
English Bazar,5,MD. ANISUR RAHAMAN,M,GEN,IND Chalata,1786,1,1787,0.83
English Bazar,6,NARESH PAL,M,GEN,IND,1125,4,1129,0.52
English Bazar,7,SATISH RAJBANSHI,M,SC,IND,1056,1,1057,0.49
English Bazar,8,SURESH CHANDRA SARKAR,M,SC,BSP,1024,15,1039,0.48
English Bazar,9,ADITYA PRAKASH DASGUPTA,M,GEN,IND,358,2,360,0.17
English Bazar,10,UMA DAS (PAUL),F,GEN,JD(U),273,2,275,0.13
English Bazar,11,GAUTAM SARKAR,M,SC,SUCI,266,1,267,0.12
English Bazar,12,FIROZ AKHTAR,M,GEN,BMUP,197,4,201,0.09
Mothabari,1,YEASMIN SABINA,F,GEN,AITC,96392,1005,97397,59.7
Mothabari,2,SHYAMCHAND GHOSH,M,GEN,BJP,40436,388,40824,25.02
Mothabari,3,DULAL SK,M,GEN,INC,16655,248,16903,10.36
Mothabari,4,MD. ALI KALIMULLAH (NUR HOQUE),M,GEN,RSSCMJP,3581,4,3585,2.2
Mothabari,5,NOTA,,,NOTA,2139,0,2139,1.31
Mothabari,6,SUBODH SARKAR,M,GEN,IND,565,1,566,0.35
Mothabari,7,MST AKTARI KHATUN,F,GEN,KPPU,556,0,556,0.34
Mothabari,8,SAIDUR RAHAMAN,M,GEN,IND,495,0,495,0.3
Mothabari,9,MD EBRAHIM,M,GEN,CPI(ML)(L),299,1,300,0.18
Mothabari,10,MD FARUQUE HOSSAIN(SAHITYARATNA),M,GEN,IUML,194,1,195,0.12
Mothabari,11,RAMCHANDRA CHOWDHURI,M,SC,IND,182,1,183,0.11
Sujapur,1,Md Abdul Ghani,M,GEN,AITC,151658,787,152445,73.44
Sujapur,2,Isha Khan Choudhury,M,GEN,INC,22042,240,22282,10.73
Sujapur,3,Sk Ziauddin,M,GEN,BJP,14655,134,14789,7.12
Sujapur,4,Md. Nur Islam Sekh,M,GEN,RSSCMJP,11162,11,11173,5.38
Sujapur,5,Md. Rahim Biswas,M,GEN,IND,2321,0,2321,1.12
Sujapur,6,NOTA,,,NOTA,1522,5,1527,0.74
Sujapur,7,Rafiqul Islam,M,GEN,BSP,1458,3,1461,0.7
Sujapur,8,Nasmul Hoque,M,GEN,PDS,546,0,546,0.26
Sujapur,9,Manjur Alahi Munshi,M,GEN,IND,452,2,454,0.22
Sujapur,10,Md. Saidul Hoque,M,GEN,IND,352,0,352,0.17
Sujapur,11,Md Monirul Hasan,M,GEN,JeSM Walking,241,0,241,0.12
Baisnabnagar,1,CHANDANA SARKAR,F,GEN,AITC,82593,468,83061,39.81
Baisnabnagar,2,SWADHIN KUMAR SARKAR,M,SC,BJP,80094,496,80590,38.62
Baisnabnagar,3,AZIZUL HOQUE,M,GEN,INC,37201,242,37443,17.95
Baisnabnagar,4,NIKHIL CHANDRA MANDAL,M,SC,BSP,2280,2,2282,1.09
Baisnabnagar,5,NOTA,,,NOTA,1704,1,1705,0.82
Baisnabnagar,6,HARENDRANATH SARKAR,M,SC,IND,1344,2,1346,0.65
Baisnabnagar,7,KURBAN ANSARI,M,GEN,IND,1247,0,1247,0.6
Baisnabnagar,8,SAMIR GHOSH,M,GEN,IND,978,0,978,0.47
Farakka,1,MANIRUL ISLAM,M,GEN,AITC,102039,280,102319,54.89
Farakka,2,GHOSH HEMANTA,M,GEN,BJP,42173,201,42374,22.73
Farakka,3,MAINUL HAQUE,M,GEN,INC,35932,273,36205,19.42
Farakka,4,ANUP KUMAR SINHA,M,GEN,IND,1646,1,1647,0.88
Farakka,5,NOTA,,,NOTA,1638,0,1638,0.88
Farakka,6,MD MERAJ SORIF,M,GEN,RSSCMJP,1559,0,1559,0.84
Farakka,7,KANAI GHOSH,M,GEN,IND,681,1,682,0.37
Samserganj,1,Amirul Islam,M,GEN,AITC,96120,297,96417,51.13
Samserganj,2,Zaidur Rahaman,M,GEN,INC,70009,29,70038,37.14
Samserganj,3,Milan Ghosh,M,GEN,BJP,10777,23,10800,5.73
Samserganj,4,Md. Modassar Hossain,M,GEN,CPI(M),6145,13,6158,3.27
Samserganj,5,NOTA,,,NOTA,3062,2,3064,1.62
Samserganj,6,Saumitra Singh,M,GEN,IND,845,1,846,0.45
Samserganj,7,Md. Alauddin Sk,M,GEN,SDPI,785,2,787,0.42
Samserganj,8,Tipu Sultan,M,GEN,SUCI,472,0,472,0.25
Suti,1,EMANI BISWAS,M,GEN,AITC,126755,596,127351,58.87
Suti,2,KOUSHIK DAS,M,GEN,BJP,56389,261,56650,26.19
Suti,3,HUMAYUN REZA,M,GEN,INC,18668,92,18760,8.67
Suti,4,MAIDUL ISLAM,M,GEN,IND,7995,11,8006,3.7
Suti,5,NOTA,,,NOTA,2723,1,2724,1.26
Suti,6,MD. HASAN JAHANGIR,M,GEN,IND,988,0,988,0.46
Suti,7,ANUP SINGHA,M,SC,SUCI,842,9,851,0.39
Suti,8,MAHFUJUR RAHAMAN,M,GEN,WPOI,515,1,516,0.24
Suti,9,ENAMUL HAQUE,M,GEN,IND,482,0,482,0.22
Jangipur,1,JAKIR HOSSAIN,M,GEN,AITC,136082,362,136444,68.82
Jangipur,2,SUJIT DAS,M,GEN,BJP,43850,114,43964,22.17
Jangipur,3,JANE ALAM MIAN,M,GEN,RSP,9020,47,9067,4.57
Jangipur,4,NOTA,,,NOTA,4551,6,4557,2.3
Jangipur,5,SWARAJIT SARKAR,M,GEN,IND,1250,1,1251,0.63
Jangipur,6,MIRZA NASHIRUDDIN,M,GEN,SUCI,940,1,941,0.47
Jangipur,7,GOUTAM KUMAR DAS,M,GEN,IND,753,0,753,0.38
Jangipur,8,ABU SALEM,M,GEN,JSTDVPMTP,691,2,693,0.35
Jangipur,9,KHOKAN SARKAR,M,GEN,IND,332,0,332,0.17
Jangipur,10,MD MAINUL HOQUE,M,GEN,BAHUMP,261,0,261,0.13
RaghunathGanj,1,Akhruzzaman,M,GEN,AITC,126467,367,126834,66.59
RaghunathGanj,2,Golam Modaswer,M,GEN,BJP,28415,106,28521,14.97
RaghunathGanj,3,Nasir Saikh,M,GEN,IND,16222,22,16244,8.53
RaghunathGanj,4,Abul Kashem Biswas,M,GEN,INC,12737,62,12799,6.72
RaghunathGanj,5,NOTA,,,NOTA,2935,3,2938,1.54
RaghunathGanj,6,Md. Jakir Hossain,M,GEN,SDPI,1354,7,1361,0.71
RaghunathGanj,7,Rabiul Alam,M,GEN,SUCI,911,2,913,0.48
RaghunathGanj,8,M A Hannan,M,GEN,WPOI,865,3,868,0.46
Sagardighi,1,SUBRATA SAHA,M,GEN,AITC,94880,309,95189,50.95
Sagardighi,2,KHATUN MAFUJA,F,GEN,BJP,44692,291,44983,24.08
Sagardighi,3,SK M HASANUZZAMAN (BAPPA),M,GEN,INC,36055,289,36344,19.45
Sagardighi,4,NURE MAHABOOB ALAM,M,GEN,AIMIM,3449,1,3450,1.85
Sagardighi,5,NOTA,,,NOTA,1705,0,1705,0.91
Sagardighi,6,SUPAL MURMU,M,ST,BMUP,1654,2,1656,0.89
Sagardighi,7,ABDUT TAWAB,M,GEN,SDPI,1278,2,1280,0.69
Sagardighi,8,DHANANJAY BANERJEE,M,GEN,BSP,978,3,981,0.53
Sagardighi,9,MIRZA LUTFUL HOQUE,M,GEN,SUCI,694,4,698,0.37
Sagardighi,10,SANTA BHATTACHERJEE,F,GEN,IND,527,3,530,0.28
Lalgola,1,ALI MOHAMMAD,M,GEN,AITC,107703,157,107860,56.64
Lalgola,2,ABU HENA,M,GEN,INC,46891,262,47153,24.76
Lalgola,3,KALPANA GHOSH,F,GEN,BJP,29340,124,29464,15.47
Lalgola,4,ABHIJIT HALDAR,M,SC,IND,1691,0,1691,0.89
Lalgola,5,NOTA,,,NOTA,1391,3,1394,0.73
Lalgola,6,NAJIMA KAYAL,F,GEN,SDPI,953,1,954,0.5
Lalgola,7,BHARAT CHANDRA BISWAS,M,SC,BSP,850,2,852,0.45
Lalgola,8,MUNTASIR ZAMIL,M,GEN,SUCI,652,1,653,0.34
Lalgola,9,KAKALI DEBNATH,F,GEN,LJP,417,0,417,0.22
Bhagawangola,1,IDRIS ALI,M,GEN,AITC,153430,365,153795,68.05
Bhagawangola,2,MD. KAMAL HOSSAIN,M,GEN,CPI(M),47512,275,47787,21.15
Bhagawangola,3,Mehebub Alam,M,GEN,BJP,16652,55,16707,7.39
Bhagawangola,4,NOTA,,,NOTA,3392,4,3396,1.5
Bhagawangola,5,MD. MOSARAF HOSSAIN,M,GEN,IND,827,0,827,0.37
Bhagawangola,6,SEIKH RABIUL ALAM,M,GEN,BSP,783,1,784,0.35
Bhagawangola,7,SYED IMRAN ALI MEERZA,M,GEN,IND,652,0,652,0.29
Bhagawangola,8,REJAUL KARIM SK,M,GEN,IUML,614,3,617,0.27
Bhagawangola,9,ABDUL MABUD NAYAN,M,GEN,SUCI,447,2,449,0.2
Bhagawangola,10,MST. SIKHA KHATUN,F,GEN,BAHUMP,421,0,421,0.19
Bhagawangola,11,MD. NURUL ISLAM,M,GEN,IND,289,1,290,0.13
Bhagawangola,12,ALI HOSSAIN,M,GEN,UTSAP,265,0,265,0.12
Raninagar,1,ABDUL SOUMIK HOSSAIN,M,GEN,AITC,134346,611,134957,60.79
Raninagar,2,FIROZA BEGAM,F,GEN,INC,54918,337,55255,24.89
Raninagar,3,MST MASUARA KHATUN,F,GEN,BJP,21010,128,21138,9.52
Raninagar,4,NOTA,,,NOTA,2769,5,2774,1.25
Raninagar,5,GOLAM MASUM REJA,M,GEN,RSSCMJP,2752,2,2754,1.24
Raninagar,6,MD SAHER ALAM,M,GEN,SDPI,1385,8,1393,0.63
Raninagar,7,FIROZA BIBI,F,GEN,IND,882,2,884,0.4
Raninagar,8,HASIBUL ISLAM,M,GEN,IND,827,1,828,0.37
Raninagar,9,RULIYA PARVIN,F,GEN,BSP,584,3,587,0.26
Raninagar,10,NASRIN NAHER LUCY,F,GEN,SUCI,497,4,501,0.23
Raninagar,11,SAFIUR RAHAMAN MANDAL,M,GEN,IND,496,0,496,0.22
Raninagar,12,ABDUL HAI,M,GEN,BAHUMP,246,1,247,0.11
Raninagar,13,SAIRA BIBI,F,GEN,UTSAP,198,4,202,0.09
Murshidabad,1,GOURI SANKAR GHOSH,M,GEN,BJP,95330,637,95967,41.86
Murshidabad,2,SHAONI SINGHA ROY,F,GEN,AITC,93047,429,93476,40.78
Murshidabad,3,NEAJUDDIN SK,M,GEN,INC,28698,137,28835,12.58
Murshidabad,4,NOTA,,,NOTA,2897,7,2904,1.27
Murshidabad,5,BELLAL SK,M,GEN,IND,2278,0,2278,0.99
Murshidabad,6,HABIB SAIKH,M,GEN,RSSCMJP,1441,1,1442,0.63
Murshidabad,7,MADAN MOHAN MANDAL,M,SC,BSP,1099,0,1099,0.48
Murshidabad,8,MILIA SAJEM,F,GEN,SUCI,1004,0,1004,0.44
Murshidabad,9,GOURI DAS SARKAR,F,GEN,IND,753,0,753,0.33
Murshidabad,10,SUBIR GHOSH,M,GEN,IND,700,0,700,0.31
Murshidabad,11,MAHIRAM MURMU,M,ST,IND,535,0,535,0.23
Murshidabad,12,SUJAT SK,M,GEN,DSPI,238,0,238,0.1
Nabagram,1,KANAI CHANDRA MONDAL,M,SC,AITC,99722,733,100455,48.18
Nabagram,2,MOHAN HALDER,M,SC,BJP,64485,437,64922,31.14
Nabagram,3,KRIPALINI GHOSH,F,SC,CPI(M),38926,203,39129,18.77
Nabagram,4,NOTA,,,NOTA,2625,4,2629,1.26
Nabagram,5,BARUN MANDAL,M,SC,SUCI,1378,3,1381,0.66
Khargram,1,ASHIS MARJIT,M,SC,AITC,92737,518,93255,50.15
Khargram,2,ADITYA MOULIK,M,SC,BJP,60281,401,60682,32.64
Khargram,3,BIPAD TARAN BAGDI,M,SC,INC,27336,87,27423,14.75
Khargram,4,NOTA,,,NOTA,1683,2,1685,0.91
Khargram,5,TULU BALA DAS,F,SC,CPI(ML)(L),1509,2,1511,0.81
Khargram,6,MANIK KUMAR DAS,M,SC,JD(U),1378,2,1380,0.74
Burwan,1,JIBAN KRISHNA SAHA,M,SC,AITC,81320,570,81890,46.32
Burwan,2,AMIYA KUMAR DAS,M,SC,BJP,78680,461,79141,44.76
Burwan,3,SHILADITYA HALDAR,M,SC,INC,12166,94,12260,6.93
Burwan,4,NOTA,,,NOTA,2002,6,2008,1.14
Burwan,5,NARESH KUMAR DAS,M,SC,IND,1501,3,1504,0.85
Kandi,1,APURBA SARKAR (DAVID),M,GEN,AITC,94594,805,95399,51.16
Kandi,2,GOUTAM ROY,M,GEN,BJP,56625,694,57319,30.74
Kandi,3,SHAFIUL ALAM KHAN (BONU),M,GEN,INC,27296,259,27555,14.78
Kandi,4,NOTA,,,NOTA,3121,10,3131,1.68
Kandi,5,SYED AZIZUR HOSSAIN(NASHIM),M,GEN,IND,1767,2,1769,0.95
Kandi,6,SUFAL BAGDI,M,SC,IND,473,0,473,0.25
Kandi,7,SHER ALAM,M,GEN,JSTDVPMTP,357,3,360,0.19
Kandi,8,SUKHEN HALDAR,M,SC,SUCI,262,2,264,0.14
Kandi,9,BODON DAS,M,SC,IND,210,1,211,0.11
Bharatpur,1,HUMAYUN KABIR,M,GEN,AITC,95906,320,96226,50.9
Bharatpur,2,IMAN KALYAN MUKHERJEE,M,GEN,BJP,52809,334,53143,28.11
Bharatpur,3,KAMALESH CHATTERJEE (GOPAL),M,GEN,INC,30013,103,30116,15.93
Bharatpur,4,BADAN GHOSH,M,GEN,AMB,2581,0,2581,1.37
Bharatpur,5,NOTA,,,NOTA,2441,3,2444,1.29
Bharatpur,6,SAJJAD HOSSAIN,M,GEN,AIMIM,2067,9,2076,1.1
Bharatpur,7,SHYAMAPADA GHOSH,M,GEN,BSP,1445,5,1450,0.77
Bharatpur,8,BASUDEB SAHA,M,GEN,IND,1010,1,1011,0.53
Rejinagar,1,RABIUL ALAM CHOWDHURY,M,GEN,AITC,117625,869,118494,56.31
Rejinagar,2,ARABINDA BISWAS,M,GEN,BJP,49611,615,50226,23.87
Rejinagar,3,KAFIRUDDIN SK,M,GEN,INC,36988,294,37282,17.72
Rejinagar,4,NOTA,,,NOTA,1550,10,1560,0.74
Rejinagar,5,Md. Babar Ali,M,GEN,SUCI,1338,0,1338,0.64
Rejinagar,6,MUJIBUR RAHAMAN,M,GEN,IUML,1035,4,1039,0.49
Rejinagar,7,HASANUR ZAMAN SK,M,GEN,HAMS,504,2,506,0.24
Beldanga,1,HASANUZZAMAN SK,M,GEN,AITC,112173,689,112862,55.19
Beldanga,2,SUMIT GHOSH,M,GEN,BJP,58417,613,59030,28.86
Beldanga,3,SAFIUJJAMAN SEIKH,M,GEN,INC,26742,207,26949,13.18
Beldanga,4,KAJAL GHOSH BISWAS,F,GEN,IND,1965,3,1968,0.96
Beldanga,5,NOTA,,,NOTA,1361,7,1368,0.67
Beldanga,6,MD: SAGIR HOSSAIN,M,GEN,DSPI,1173,3,1176,0.58
Beldanga,7,MUKTI PADA KONAI,M,SC,IND,678,2,680,0.33
Beldanga,8,SARIFUL ISLAM,M,GEN,SUCI,472,6,478,0.23
Baharampur,1,Subrata Maitra (Kanchan),M,GEN,BJP,87759,1581,89340,45.21
Baharampur,2,Naru Gopal Mukherjee,M,GEN,AITC,61835,653,62488,31.62
Baharampur,3,Manoj Chakraborty,M,GEN,INC,39377,790,40167,20.33
Baharampur,4,NOTA,,,NOTA,2504,21,2525,1.28
Baharampur,5,Sajal Sen,M,GEN,BSP,1081,7,1088,0.55
Baharampur,6,Goutam Ghosh (Dwarak Ghosh),M,GEN,SUCI,1029,9,1038,0.53
Baharampur,7,Sujit Kumar Das,M,SC,IND,547,0,547,0.28
Baharampur,8,Rekha Roy,F,GEN,BMUP,413,1,414,0.21
Hariharpara,1,NIAMOT SHEIKH,M,GEN,AITC,101982,678,102660,47.51
Hariharpara,2,MIR ALAMGIR (PALASH),M,GEN,INC,88000,594,88594,41.0
Hariharpara,3,TANMOY BISWAS,M,GEN,BJP,18261,117,18378,8.51
Hariharpara,4,GOLAM AMBIA,M,GEN,SUCI,1711,14,1725,0.8
Hariharpara,5,NOTA,,,NOTA,1105,12,1117,0.52
Hariharpara,6,RAFIKUL ISLAM,M,GEN,IND,1079,0,1079,0.5
Hariharpara,7,SAHABUR RAHAMAN KHA,M,GEN,IND,994,0,994,0.46
Hariharpara,8,MINTU HALDAR,M,GEN,IND,673,1,674,0.31
Hariharpara,9,ABUBAKKAR MANDAL,M,GEN,IND,265,2,267,0.12
Hariharpara,10,ALAMGIR MANDAL,M,GEN,IND,230,1,231,0.11
Hariharpara,11,WAHED ANSARY,M,GEN,IND,202,0,202,0.09
Hariharpara,12,INDRAJIT BAGDI,M,SC,IND,153,1,154,0.07
Nowda,1,SAHINA MOMTAZ KHAN,F,GEN,AITC,117130,554,117684,58.16
Nowda,2,ANUPAM MANDAL,M,GEN,BJP,43238,293,43531,21.51
Nowda,3,MOSARAF HOSSAIN MONDAL (MADHU),M,GEN,INC,31442,146,31588,15.61
Nowda,4,SAMIK MANDAL,M,GEN,IND,4323,70,4393,2.17
Nowda,5,SAMINUL ANSARY,M,GEN,IND,1397,0,1397,0.69
Nowda,6,NOTA,,,NOTA,1301,7,1308,0.65
Nowda,7,SAHINA MAMTAJ,F,GEN,IND,946,3,949,0.47
Nowda,8,MD. WASIM AKRAM,M,GEN,HAMS,893,0,893,0.44
Nowda,9,SAHIDUL ISLAM (KALU),M,GEN,SUCI Tennis,350,2,352,0.17
Nowda,10,MOSARROF HOSSAIN,M,GEN,IND,252,2,254,0.13
Domkal,1,JAFIKUL ISLAM,M,GEN,AITC,127173,498,127671,56.45
Domkal,2,MD. MOSTAFIJUR RAHAMAN (RANA),M,GEN,CPI(M),79968,474,80442,35.57
Domkal,3,BIYAMMA MONDAL (RUBIA),F,GEN,BJP,12247,101,12348,5.46
Domkal,4,NOTA,,,NOTA,2413,6,2419,1.07
Domkal,5,IMAN ALI BISWAS,M,GEN,IND,729,0,729,0.32
Domkal,6,AMIR SOHAIL,M,GEN,JSTDVPMTP,678,1,679,0.3
Domkal,7,MD JEWEL MONDAL,M,GEN,IND,611,1,612,0.27
Domkal,8,HIKMAT ALI,M,GEN,IUML,518,3,521,0.23
Domkal,9,AYENUL HAQUE,M,GEN,IND,469,0,469,0.21
Domkal,10,SAMSUZZAMAN(KAJAL),M,GEN,SUCI,291,2,293,0.13
Jalangi,1,ABDUR RAZZAK,M,GEN,AITC,123096,744,123840,55.74
Jalangi,2,SAIFUL ISLAM MOLLA,M,GEN,CPI(M),44224,340,44564,20.06
Jalangi,3,CHANDAN MANDAL,M,GEN,BJP,43395,378,43773,19.7
Jalangi,4,RAFIKA SULTANA,F,GEN,IND,4172,17,4189,1.89
Jalangi,5,NOTA,,,NOTA,2540,11,2551,1.15
Jalangi,6,ALSOKUAT JAMAN,M,GEN,AIMIM,1327,11,1338,0.6
Jalangi,7,NABENDU KUMAR MONDAL,M,GEN,IND,726,3,729,0.33
Jalangi,8,SUBIR KUMAR SARKAR,M,SC,AMB,381,7,388,0.17
Jalangi,9,MD. ABDUL HAMID,M,GEN,BMUP,277,0,277,0.12
Jalangi,10,ENAMUL HAQUE,M,GEN,SUCI,261,3,264,0.12
