Constituency,No,Name,Gender,Category,Party,General Vote,Postal Vote,Total,PctVotes
Habibpur,7,MANDAL SOREN,M,ST,IND,2757,0,2757,1.5
Habibpur,8,LAKSHIRAM BASKE,M,ST,SP,2509,1,2510,1.36
Habibpur,9,PRADEEP MURMU,M,ST,BSP,1565,2,1567,0.85
Habibpur,10,SHIBANANDA SAREN,M,ST,SUCI,747,1,748,0.41
Gazole,1,DIPALI BISWAS,F,SC,CPM,85432,517,85949,43.34
Gazole,2,SUSHIL CHANDRA ROY,M,SC,AITC,65078,269,65347,32.95
Gazole,3,SUDHANGSU SARKAR,M,SC,BJP,28700,68,28768,14.51
Gazole,4,SAGAR CHANDRA SARKAR,M,SC,SP,4313,0,4313,2.17
Gazole,5,None of the Above,,,NOTA,3485,5,3490,1.76
Gazole,6,DHANANJOY SARKAR,M,SC,JDP,2803,0,2803,1.41
Gazole,7,RINTU BISWAS,M,SC,JMM,1526,0,1526,0.77
Gazole,8,ASHOK KUMAR SARKAR,M,SC,KPPU,1513,0,1513,0.76
Gazole,9,BIDYUT BISWAS,M,SC,BSP,1177,3,1180,0.59
Gazole,10,SUBHASH SARKAR,M,SC,SUCI,1119,0,1119,0.56
Gazole,11,SUBHASH SINGHA,M,SC,CPI(ML)(L),893,0,893,0.45
Gazole,12,SHYAMAL SARKAR,M,SC,IND,794,1,795,0.4
Gazole,13,JHARNA BARMAN,F,SC,HKRD,631,0,631,0.32
Chanchal,1,ASIF MEHBUB,M,GEN,INC,92174,416,92590,53.78
Chanchal,2,SOUMITRA RAY,M,GEN,AITC,40105,117,40222,23.36
Chanchal,3,DIPANKAR RAM,M,GEN,BJP,33504,97,33601,19.52
Chanchal,4,None of the Above,,,NOTA,2323,3,2326,1.35
Chanchal,5,DOLI CHAUDHURY ROY,F,GEN,BSP,1896,0,1896,1.1
Chanchal,6,KALICHARAN ROY,M,SC,SUCI,1516,3,1519,0.88
Harischandrapur,1,ALAM MOSTAQUE,M,GEN,INC,59838,209,60047,34.9
Harischandrapur,2,TAJMUL HOSSAIN,M,GEN,AITC,41979,211,42190,24.52
Harischandrapur,3,ALAM MD. RAFIQUL,M,GEN,AIFB,34816,259,35075,20.39
Harischandrapur,4,SANVARLAL KEDIA,M,GEN,BJP,25877,12,25889,15.05
Harischandrapur,5,EFRAJUL HOQUE,M,GEN,BSP,3460,0,3460,2.01
Harischandrapur,6,DR. MD. AFSAR ALI,M,GEN,SDPI,1869,0,1869,1.09
Harischandrapur,7,None of the Above,,,NOTA,1745,1,1746,1.01
Harischandrapur,8,JOGEN HASDA,M,ST,JMM,1042,0,1042,0.61
Harischandrapur,9,MUSARAF HOSSAIN,M,GEN,SUCI,730,0,730,0.42
Malatipur,1,ALBERUNI ZULKARNAIN,M,GEN,INC,50526,117,50643,32.27
Malatipur,2,ABDUR RAHIM BOXI,M,GEN,RSP,47838,205,48043,30.61
Malatipur,3,DR. MD. MOAZZEM HOSSAIN,M,GEN,AITC,39770,177,39947,25.45
Malatipur,4,SAUMITRA SARKAR,M,GEN,BJP,12924,17,12941,8.25
Malatipur,5,None of the Above,,,NOTA,3306,0,3306,2.11
Malatipur,6,CHAITANYA RABIDAS,M,SC,BSP,2059,0,2059,1.31
Ratua,1,SAMAR MUKHERJEE,M,GEN,INC,96015,572,96587,51.86
Ratua,2,SHEHNAZ QUADERY,F,GEN,AITC,52971,341,53312,28.62
Ratua,3,SANJAY KUMAR SAHA,M,GEN,BJP,25703,43,25746,13.82
Ratua,4,ARAFAT ALI,M,GEN,WPOI,4284,6,4290,2.3
Ratua,5,None of the Above,,,NOTA,2177,4,2181,1.17
Ratua,6,EMDADUL HAQUE,M,GEN,IND,1572,0,1572,0.84
Ratua,7,MD KABATULLA,M,GEN,BSP,1531,0,1531,0.82
Ratua,8,SEKH ALAMIN,M,GEN,BMUP,1029,0,1029,0.55
Manickchak,1,MD. MOTTAKIN ALAM,M,GEN,INC,77975,497,78472,45.48
Manickchak,2,SABITRI MITRA,F,GEN,AITC,65096,773,65869,38.17
Manickchak,3,SIBENDU SEKHAR ROY,M,GEN,BJP,20525,24,20549,11.91
Manickchak,4,CHANCHALA KARMAKAR,F,GEN,BSP,2244,0,2244,1.3
Manickchak,5,MD. AMAL KHAN,M,GEN,RPI(A),2170,0,2170,1.26
Manickchak,6,None of the Above,,,NOTA,1902,1,1903,1.1
Manickchak,7,ASHOK RABIDAS,M,SC,IND,1343,1,1344,0.78
Maldaha,1,BHUPENDRA NATH HALDER,M,SC,INC,87627,616,88243,48.36
Maldaha,2,DULAL SARKAR (BABLA),M,SC,AITC,54555,379,54934,30.1
Maldaha,3,GOPAL CHANDRA SAHA,M,SC,BJP,29072,39,29111,15.95
Maldaha,4,SWAPAN SARKAR,M,SC,JDP,2703,0,2703,1.48
Maldaha,5,None of the Above,,,NOTA,2202,2,2204,1.21
Maldaha,6,PAPPU CHANDRA BARMAN,M,SC,BMUP,1967,0,1967,1.08
Maldaha,7,MADHUMOY SARKAR,M,SC,IND,1944,0,1944,1.07
Maldaha,8,ANIRBAN SARKAR,M,SC,BSP,1378,0,1378,0.76
Englishbazar,1,NIHAR RANJAN GHOSH,M,GEN,IND,105456,1727,107183,51.72
Englishbazar,2,KRISHNENDU NARAYAN CHOUDHURY,M,GEN,AITC,66645,811,67456,32.55
Englishbazar,3,SUMAN BANERJEE,M,GEN,BJP,23090,81,23171,11.18
Englishbazar,4,None of the Above,,,NOTA,4331,5,4336,2.09
Englishbazar,5,NIHAR GHOSH,M,GEN,IND,2291,2,2293,1.11
Englishbazar,6,NITISH KUMAR MANDAL,M,SC,BSP,1393,0,1393,0.67
Englishbazar,7,SHYAM SUNDAR SHARMA,M,GEN,SP,878,0,878,0.42
Englishbazar,8,SADHAN CHATTERJEE,M,GEN,HKRD,528,0,528,0.25
Mothabari,1,YEASMIN SABINA,F,GEN,INC,68525,564,69089,51.78
Mothabari,2,MD. NAJRUL ISLAM,M,GEN,AITC,30791,124,30915,23.17
Mothabari,3,SHYAM CHAND GHOSH,M,GEN,BJP,27264,45,27309,20.47
Mothabari,4,None of the Above,,,NOTA,1859,0,1859,1.39
Mothabari,5,DINESH KUMAR JAJU,M,GEN,BSP,1123,0,1123,0.84
Mothabari,6,ANHARUL HAQUE,M,GEN,IND,1061,0,1061,0.8
Mothabari,7,PREM KUMAR GHOSH,M,GEN,SHS,905,0,905,0.68
Mothabari,8,SHYAMA PADA SAHA,M,SC,IND,584,0,584,0.44
Mothabari,9,SAIYAD SAMSER,M,GEN,HKRD,578,0,578,0.43
Sujapur,1,ISHA KHAN CHOUDHURY,M,GEN,INC,97019,313,97332,58.46
Sujapur,2,ABU NASAR KHAN CHOUDHURY,M,GEN,AITC,50160,92,50252,30.18
Sujapur,3,NANDAN KUMAR GHOSH,M,GEN,BJP,10376,17,10393,6.24
Sujapur,4,None of the Above,,,NOTA,2541,1,2542,1.53
Sujapur,5,SEKH WASED ALI,M,GEN,IND,1642,0,1642,0.99
Sujapur,6,SADHAN CHATTERJEE,M,GEN,IND,734,0,734,0.44
Sujapur,7,MD. RAJIUL ISLAM,M,GEN,IND,633,0,633,0.38
Sujapur,8,MD. GUL HASAN,M,GEN,JESM,516,3,519,0.31
Sujapur,9,MD. TOUHID SK,M,GEN,IND,473,0,473,0.28
Sujapur,10,NASMUL HOQUE,M,GEN,PDS,433,0,433,0.26
Sujapur,11,PULAK GUPTA,M,GEN,BSP,427,0,427,0.26
Sujapur,12,MANJUR ALAHI MUNSHI,M,GEN,IND,290,1,291,0.17
Sujapur,13,MD. SARIFUL ALAM,M,GEN,IND,247,0,247,0.15
Sujapur,14,MD.MUNNA KHAN,M,GEN,IND,216,0,216,0.13
Sujapur,15,PANKAJ RISHI,M,GEN,JMM,210,0,210,0.13
Sujapur,16,ABDUL KARIM,M,GEN,BMUP,152,0,152,0.09
Baishnabnagar,1,SWADHIN KUMAR SARKAR,M,GEN,BJP,70011,174,70185,38.2
Baishnabnagar,2,AZIZUL HAQUE,M,GEN,INC,65329,359,65688,35.75
Baishnabnagar,3,ASIT BOSE,M,GEN,AITC,40218,44,40262,21.91
Baishnabnagar,4,None of the Above,,,NOTA,2520,0,2520,1.37
Baishnabnagar,5,DHANESHYAM DAS,M,GEN,SHS,1528,0,1528,0.83
Baishnabnagar,6,NIKHIL CHANDRA MONDAL,M,SC,BSP,1525,0,1525,0.83
Baishnabnagar,7,SURESH CH. SARKAR,M,SC,IND,1301,0,1301,0.71
Baishnabnagar,8,MD. EBRAHIM SK.,M,GEN,CPI(ML)(L),713,0,713,0.39
Farakka,1,MAINUL HAQUE,M,GEN,INC,82744,570,83314,51.05
Farakka,2,MD. MUSTAFA,M,GEN,AITC,55043,104,55147,33.79
Farakka,3,INDRANATH UPADHYAY,M,GEN,BJP,15942,10,15952,9.77
Farakka,4,DR. REJAUL KARIM,M,GEN,WPOI,4020,2,4022,2.46
Farakka,5,ALAM KHAIRUL,M,GEN,BSP,1909,0,1909,1.17
Farakka,6,None of the Above,,,NOTA,1838,2,1840,1.13
Farakka,7,MIR MAINUL HAQUE,M,GEN,IND,1014,0,1014,0.62
Samserganj,1,AMIRUL ISLAM,M,GEN,AITC,48271,110,48381,30.43
Samserganj,2,TOUAB ALI,M,GEN,CPM,46408,193,46601,29.31
Samserganj,3,MD. REJAUL HOQUE(MANTU BISWAS),M,GEN,IND,42306,83,42389,26.66
Samserganj,4,MILAN GHOSH,M,GEN,BJP,11391,6,11397,7.17
Samserganj,5,None of the Above,,,NOTA,3289,1,3290,2.07
Samserganj,6,DR. AFFAN ALI,M,GEN,SDPI,2417,1,2418,1.52
Samserganj,7,MD. EAMEN ALI,M,GEN,IND,1742,0,1742,1.1
Samserganj,8,TIPU SULTAN,M,GEN,SUCI,1731,0,1731,1.09
Samserganj,9,SATRUGHNA RABI DAS,M,SC,BSP,1039,0,1039,0.65
Suti,1,HUMAYUN REZA,M,GEN,INC,83820,197,84017,44.64
Suti,2,EMANI BISWAS,M,GEN,AITC,79825,242,80067,42.54
Suti,3,SAMRAT GHOSH,M,GEN,BJP,13045,6,13051,6.93
Suti,4,NEZAMUDDIN,M,GEN,RSP,3984,7,3991,2.12
Suti,5,MAHFUJUR RAHAMAN,M,GEN,WPOI,2587,1,2588,1.37
Suti,6,None of the Above,,,NOTA,2401,0,2401,1.28
Suti,7,SAMIRUDDIN,M,GEN,SUCI,1378,3,1381,0.73
Suti,8,BADIRUL ISLAM,M,GEN,IND,726,0,726,0.39
Jangipur,1,JAKIR HOSSAIN,M,GEN,AITC,66649,220,66869,37.23
Jangipur,2,SOMNATH SINGHA RAY,M,GEN,CPM,45909,327,46236,25.75
Jangipur,3,MD. SOHRAB,M,GEN,INC,34774,89,34863,19.41
Jangipur,4,SUDHAN KUMAR DAS,M,GEN,BJP,23213,27,23240,12.94
Jangipur,5,None of the Above,,,NOTA,2851,2,2853,1.59
Jangipur,6,M. A. HANNAN,M,GEN,WPOI,1505,1,1506,0.84
Jangipur,7,MIRZA NASHIRUDDIN,M,GEN,SUCI,946,2,948,0.53
Jangipur,8,RUKUMUDDIN SK,M,GEN,IND,932,0,932,0.52
Jangipur,9,MOSTAFA SK,M,GEN,IND,678,1,679,0.38
Jangipur,10,MD SAIFUDDIN SAIKH,M,GEN,SP,672,0,672,0.37
Jangipur,11,MD. MASUDUL HOQUE,M,GEN,IND,490,0,490,0.27
Jangipur,12,KHOKAN SARKAR,M,GEN,IND,300,0,300,0.17
Raghunathganj,1,AKHRUZZAMAN,M,GEN,INC,78306,191,78497,47.26
Raghunathganj,2,ABUL KASEM MOLLA,M,GEN,AITC,54646,65,54711,32.94
Raghunathganj,3,ABUL HASNAT,M,GEN,RSP,16468,6,16474,9.92
Raghunathganj,4,GOLAM MODASHBAR,M,GEN,BJP,10069,4,10073,6.07
Raghunathganj,5,MOJIBUR RAHAMAN,M,GEN,SDPI,2452,2,2454,1.48
Raghunathganj,6,None of the Above,,,NOTA,2393,3,2396,1.44
Raghunathganj,7,RABIUL ALAM,M,GEN,SUCI,1475,2,1477,0.89
Sagardighi,1,SUBRATA SAHA,M,GEN,AITC,44724,93,44817,26.23
Sagardighi,2,AMINUL ISLAM,M,GEN,INC,39477,126,39603,23.18
Sagardighi,3,RAJAB ALI MALLICK,M,GEN,CPM,39156,229,39385,23.05
Sagardighi,4,SAMSUL HODA,M,GEN,IND,31806,114,31920,18.68
Sagardighi,5,DEBSHARAN GHOSH,M,GEN,BJP,7343,15,7358,4.31
Sagardighi,6,BADRUL SK,M,GEN,SDPI,2719,6,2725,1.59
Sagardighi,7,None of the Above,,,NOTA,1968,1,1969,1.15
Sagardighi,8,KANIKA CHAKROBORTY (DAS),F,GEN,IND,1672,0,1672,0.98
Sagardighi,9,MIRZA LUTFUL HOQUE,M,GEN,SUCI,1416,0,1416,0.83
Lalgola,1,ABU HENA,M,GEN,INC,99740,370,100110,60.56
Lalgola,2,CHAND MOHAMMAD,M,GEN,AITC,46556,79,46635,28.21
Lalgola,3,AMAR KUMAR DAS,M,SC,BJP,9929,9,9938,6.01
Lalgola,4,MD. SAHABUDDIN,M,GEN,SDPI,3641,3,3644,2.2
Lalgola,5,None of the Above,,,NOTA,1958,1,1959,1.19
Lalgola,6,BHARAT BISWAS,M,SC,BSP,1563,0,1563,0.95
Lalgola,7,PRASANTA SARKAR,M,SC,SP,1463,0,1463,0.88
Bhagawangola,1,MAHASIN ALI,M,GEN,CPM,104788,249,105037,54.39
Bhagawangola,2,ABU SUFIAN SARKAR,M,GEN,AITC,68598,134,68732,35.59
Bhagawangola,3,MEHEBUB ALAM,M,GEN,BJP,5278,0,5278,2.73
Bhagawangola,4,SYED IMRAN ALI MEERZA,M,GEN,IND,3457,0,3457,1.79
Bhagawangola,5,HAJIKUL ALAM,M,GEN,SP,3227,1,3228,1.67
Bhagawangola,6,None of the Above,,,NOTA,2553,1,2554,1.32
Bhagawangola,7,KAMAL PASHA,M,GEN,IUML,1855,0,1855,0.96
Bhagawangola,8,RUHUL AMIN,M,GEN,SUCI,1037,2,1039,0.54
Bhagawangola,9,ASADUZZAMAN,M,GEN,MPOI,761,2,763,0.4
Bhagawangola,10,ABDUL MATIN,M,GEN,IND,669,0,669,0.35
Bhagawangola,11,ANJU BEGAM,F,GEN,IND,510,0,510,0.26
Raninagar,1,FIROZA BEGAM (E),F,GEN,INC,110754,378,111132,58.47
Raninagar,2,DR. HUMAYUN KABIR,M,GEN,AITC,62637,113,62750,33.01
Raninagar,3,BASU BASAK,M,GEN,BJP,9680,13,9693,5.1
Raninagar,4,GOLAM MOSTAFA MONDAL,M,GEN,WPOI,2432,9,2441,1.28
Raninagar,5,None of the Above,,,NOTA,1710,5,1715,0.9
Raninagar,6,MANIRUL ISLAM,M,GEN,SUCI,1402,3,1405,0.74
Raninagar,7,MD. YEARUL ISLAM,M,GEN,IND,946,0,946,0.5
Murshidabad,1,SHAONI SINGHA ROY,F,GEN,INC,94131,448,94579,47.02
Murshidabad,2,ASHIM KRISHNA BHATTA,M,GEN,AITC,69256,184,69440,34.52
Murshidabad,3,GOURI SANKAR GHOSH,M,GEN,BJP,23998,33,24031,11.95
Murshidabad,4,BIVAS CHAKRABORTY,M,GEN,AIFB,5040,26,5066,2.52
Murshidabad,5,None of the Above,,,NOTA,2960,6,2966,1.47
Murshidabad,6,MILIA SAJEM,F,GEN,SUCI,1665,4,1669,0.83
Murshidabad,7,SUMIT DAS,M,SC,IND,1190,0,1190,0.59
Murshidabad,8,DHANANJAY BANERJEE,M,GEN,BSP,1028,0,1028,0.51
Murshidabad,9,MD MOSARAF HOSSAIN,M,GEN,LJP,603,0,603,0.3
Murshidabad,10,MD JALALUDDIN MONDAL,M,GEN,IND,578,0,578,0.29
Nabagram,1,KANAI CHANDRA MONDAL,M,SC,CPM,99019,526,99545,54.78
Nabagram,2,DILIP SAHA,M,SC,AITC,60953,149,61102,33.63
Nabagram,3,SUSANTA MARJIT,M,SC,BJP,13072,12,13084,7.2
Nabagram,4,None of the Above,,,NOTA,3224,3,3227,1.78
Nabagram,5,RADHA MADHAB MANDAL,M,SC,SP,2372,0,2372,1.31
Nabagram,6,AMIT MEHENA,M,SC,WPOI,1231,1,1232,0.68
Nabagram,7,BARUN MANDAL,M,SC,SUCI,1139,4,1143,0.63
Khargram,1,ASHIS MARJIT,M,SC,INC,88462,451,88913,54.93
Khargram,2,MADHAB CHANDRA MARJIT,M,SC,AITC,55542,198,55740,34.44
Khargram,3,SUMANTA MONDAL,M,SC,BJP,8990,14,9004,5.56
Khargram,4,SWAPAN DAS,M,SC,WPOI,2438,1,2439,1.51
Khargram,5,None of the Above,,,NOTA,1868,2,1870,1.16
Khargram,6,HEMANTA MONDAL,M,SC,IND,1323,0,1323,0.82
Khargram,7,SANDIP RAJAK,M,SC,SP,936,0,936,0.58
Khargram,8,SADHAN KUMAR MARJIT,M,SC,CPI(ML)(L),885,0,885,0.55
Khargram,9,ANANTA MONDAL,M,SC,SHS,749,1,750,0.46
Burwan,1,PROTIMA RAJAK,F,SC,INC,55714,192,55906,36.89
Burwan,2,SHASTHI CHARAN MAL,M,SC,AITC,40806,98,40904,26.99
Burwan,3,BINOY SARKAR,M,SC,RSP,32913,127,33040,21.8
Burwan,4,AMIYA KUMAR DAS,M,SC,BJP,15419,21,15440,10.19
Burwan,5,None of the Above,,,NOTA,3290,0,3290,2.17
Burwan,6,RANJIT DAS,M,SC,SP,1876,0,1876,1.24
Burwan,7,JATA SANKAR THANDAR,M,SC,IND,1094,0,1094,0.72
Kandi,1,APURBA SARKAR (DAVID),M,GEN,INC,81108,615,81723,51.22
Kandi,2,DR. SANTANU SEN,M,GEN,AITC,60575,368,60943,38.2
Kandi,3,BINAY BHUSAN DAS,M,GEN,BJP,9291,26,9317,5.84
Kandi,4,None of the Above,,,NOTA,2458,6,2464,1.54
Kandi,5,GOKUL HAZRA,M,GEN,IND,1541,3,1544,0.97
Kandi,6,SANDIP ROYCHOWDHURY,M,GEN,IND,1183,0,1183,0.74
Kandi,7,MAJIBUR RAHAMAN SHAIKH,M,GEN,IUML,1107,0,1107,0.69
Kandi,8,SUJAY MONDAL,M,GEN,MPOI,531,0,531,0.33
Kandi,9,SUKHEN HALDAR,M,SC,SUCI,397,0,397,0.25
Kandi,10,MANIRUL ISLAM,M,GEN,CPI(ML)(L),344,0,344,0.22
Bharatpur,1,KAMALESH CHATTERJEE (GOPAL),M,GEN,INC,59626,163,59789,36.18
Bharatpur,2,KHADEM A DASTEGIR (KHADU),M,GEN,AITC,48600,172,48772,29.51
Bharatpur,3,ID MOHAMMAD,M,GEN,RSP,39744,205,39949,24.17
Bharatpur,4,IMAN KALYAN MUKHERJE,M,GEN,BJP,10049,15,10064,6.09
Bharatpur,5,None of the Above,,,NOTA,3834,3,3837,2.32
Bharatpur,6,HUMAYUN KABIR,M,GEN,SP,1497,0,1497,0.91
Bharatpur,7,BADAN GHOSH,M,GEN,AMB,1355,0,1355,0.82
Rejinagar,1,RABIUL ALAM CHOWDHURY,M,GEN,INC,79483,287,79770,43.12
Rejinagar,2,HUMAYUN KABIR,M,GEN,IND,74092,118,74210,40.12
Rejinagar,3,BEGUM SIDDIKA,F,GEN,AITC,14618,13,14631,7.91
Rejinagar,4,BANKIM KARMAKAR,M,GEN,BJP,10753,18,10771,5.82
Rejinagar,5,None of the Above,,,NOTA,2150,0,2150,1.16
Rejinagar,6,BABAR ALI,M,GEN,SUCI,1392,0,1392,0.75
Rejinagar,7,RABIUL ISLAM SEKH,M,GEN,BSP,1374,0,1374,0.74
Rejinagar,8,ABDUS SUKUR,M,GEN,IUML,695,0,695,0.38
Beldanga,1,SEIKH SAFIUJJAMAN,M,GEN,INC,86637,380,87017,49.43
Beldanga,2,GOLAM KIBRIA MIA,M,GEN,AITC,56624,112,56736,32.23
Beldanga,3,ALOK GHOSH,M,GEN,BJP,25596,55,25651,14.57
Beldanga,4,ITTEFA HOSSAIN,M,GEN,IUML,2860,5,2865,1.63
Beldanga,5,None of the Above,,,NOTA,2223,6,2229,1.27
Beldanga,6,MARJINA KHATUN,F,GEN,SP,1551,1,1552,0.88
Baharampur,1,MANOJ CHAKRABORTY,M,GEN,INC,126452,1310,127762,67.89
Baharampur,2,DR. SUJATA BANERJEE,F,GEN,AITC,35264,225,35489,18.86
Baharampur,3,MALA BHATTACHARYA,F,GEN,BJP,18716,89,18805,9.99
Baharampur,4,None of the Above,,,NOTA,3511,12,3523,1.87
Baharampur,5,KOUSIK CHATTERJEE,M,GEN,SUCI,1715,12,1727,0.92
Baharampur,6,SUJIT KUMAR DAS,M,SC,IND,881,0,881,0.47
Hariharpara,1,NIAMOT SHEIKH,M,GEN,AITC,71358,144,71502,37.77
Hariharpara,2,ALAMGIR MIR (PALASH),M,GEN,INC,66271,228,66499,35.13
Hariharpara,3,INSAR ALI BISWAS,M,GEN,CPM,38914,143,39057,20.63
Hariharpara,4,TULSI PRASAD SUKUL,M,GEN,BJP,5385,9,5394,2.85
Hariharpara,5,GOLAM MOSTAFA,M,GEN,SUCI,2796,8,2804,1.48
Hariharpara,6,ASGAR ALI SEIKH,M,GEN,IUML,1382,0,1382,0.73
Hariharpara,7,None of the Above,,,NOTA,1159,0,1159,0.61
Hariharpara,8,MD MURTAJ ALI,M,GEN,MPOI,720,0,720,0.38
Hariharpara,9,NURUL AMIN SK,M,GEN,IND,520,0,520,0.27
Hariharpara,10,AALAMGIR ALI MONDAL,M,GEN,IND,254,0,254,0.13
Nowda,1,ABU TAHER KHAN,M,GEN,INC,62425,214,62639,34.46
Nowda,2,MASUD KARIM,M,GEN,AITC,43297,80,43377,23.87
Nowda,3,ABDUL BARI MOLLA,M,GEN,RSP,42812,201,43013,23.67
Nowda,4,SAJAL BHAUMIK,M,GEN,BJP,25850,24,25874,14.24
Nowda,5,None of the Above,,,NOTA,3825,5,3830,2.11
Nowda,6,ABUTALEB HOSSAIN,M,GEN,SDPI,1675,1,1676,0.92
Nowda,7,HELALUL ISLAM KHANDAKAR,M,GEN,SUCI,788,1,789,0.43
Nowda,8,KHURSHID ALAM MALITYA,M,GEN,IND,558,0,558,0.31
Domkal,1,ANISUR RAHAMAN,M,GEN,CPM,71250,453,71703,36.59
Domkal,2,SOUMIK HOSSAIN,M,GEN,AITC,64586,227,64813,33.07
Domkal,3,ABDUR RAHAMAN SEKH,M,GEN,INC,46198,96,46294,23.62
Domkal,4,NANDA DULAL PAL,M,GEN,BJP,4647,5,4652,2.37
Domkal,5,ABDUR RAHAMAN MANDAL,M,GEN,IND,1756,0,1756,0.9
Domkal,6,None of the Above,,,NOTA,1578,2,1580,0.81
Domkal,7,JAKIR HOSSAIN SEKH,M,GEN,IUML,1178,0,1178,0.6
Domkal,8,SYED GOLAM GAUS,M,GEN,WPOI,971,19,990,0.51
Domkal,9,DR NAZRUL ISLAM,M,GEN,MPOI,856,1,857,0.44
Domkal,10,BUDDHADEV DAS,M,SC,IND,769,0,769,0.39
Domkal,11,NUJRUL ISLAM,M,GEN,IND,627,0,627,0.32
Domkal,12,ANISUR RAHAMAN SEKH,M,GEN,IND,385,0,385,0.2
Domkal,13,SAMSUZZAMAN,M,GEN,SUCI,353,5,358,0.18
Jalangi,1,ABDUR RAZZAK,M,GEN,CPM,95729,521,96250,50.25
Jalangi,2,ALOK DAS,M,GEN,AITC,70828,155,70983,37.06
Jalangi,3,CHANDAN MONDAL,M,GEN,BJP,14037,13,14050,7.34
Jalangi,4,None of the Above,,,NOTA,2444,1,2445,1.28
Jalangi,5,SULOCHAN MANDAL,M,SC,IND,1569,0,1569,0.82
Jalangi,6,GAJIAR RAHAMAN,M,GEN,IUML,1429,1,1430,0.75
Jalangi,7,SARFARAJ NOWAJ,M,GEN,IND,1159,3,1162,0.61
Jalangi,8,GOLAM KIBRIA SARKAR,M,GEN,WPOI,755,3,758,0.4
Jalangi,9,SUJAY KUMAR GUHA,M,GEN,BSP,740,0,740,0.39
Jalangi,10,SUBIR KUMAR SARKAR,M,SC,AMB,706,0,706,0.37
Jalangi,11,ENAMUL HAQUE MANDAL,M,GEN,SUCI,484,2,486,0.25
Jalangi,12,MOHIKHIT DAS,M,SC,IND,484,0,484,0.25
Jalangi,13,JIAUR RAHAMAN,M,GEN,MPOI,463,0,463,0.24
Karimpur,1,MAHUA MOITRA,F,GEN,AITC,90460,529,90989,45.24
Karimpur,2,SAMARENDRANATH GHOSH,M,GEN,CPM,74383,617,75000,37.29
Karimpur,3,SUBHASIS BHATTACHARYYA(ANANDA),M,GEN,BJP,23269,33,23302,11.59
Karimpur,4,MAHITOSH SARKAR,M,GEN,SHS,4554,0,4554,2.26
Karimpur,5,SAHABUDDIN MANDAL,M,GEN,WPOI,2134,6,2140,1.06
Karimpur,6,JITENDRA NATH HALDER,M,SC,BSP,1768,1,1769,0.88
Karimpur,7,None of the Above,,,NOTA,1446,3,1449,0.72
Karimpur,8,AZAD RAHAMAN,M,GEN,SUCI,1104,0,1104,0.55
Karimpur,9,REJAUL SEKH,M,GEN,IUML,798,1,799,0.4
Tehatta,1,DUTTA GOURI SANKAR,M,GEN,AITC,97104,507,97611,49.04
Tehatta,2,RANJIT KUMAR MANDAL,M,GEN,CPM,79631,584,80215,40.3
Tehatta,3,ARJUN KUMAR BISWAS,M,GEN,BJP,16780,29,16809,8.44
Tehatta,4,ARABINDA BISWAS,M,SC,BSP,1916,2,1918,0.96
Tehatta,5,None of the Above,,,NOTA,1439,5,1444,0.73
Tehatta,6,SHERFUL ANSARY,M,GEN,SUCI,1062,1,1063,0.53
Palashipara,1,TAPAS KUMAR SAHA,M,GEN,AITC,81848,279,82127,44.99
Palashipara,2,S.M.SADI,M,GEN,CPM,76172,396,76568,41.94
Palashipara,3,BIBHASH MANDAL,M,GEN,BJP,14014,14,14028,7.68
Palashipara,4,MONOJ RAY,M,GEN,SHS,3117,0,3117,1.71
Palashipara,5,BATSHOBHA SEKH,F,GEN,SUCI,2568,3,2571,1.41
Palashipara,6,None of the Above,,,NOTA,1984,6,1990,1.09
Palashipara,7,DWIJEN BISWAS,M,SC,BSP,1575,1,1576,0.86
Palashipara,8,F.R. SEKH,M,GEN,SDPI,583,0,583,0.32
Kaliganj,1,HASANUZZAMAN SK,M,GEN,INC,84792,333,85125,45.65
Kaliganj,2,AHAMED NASIRUDDIN (LAL),M,GEN,AITC,83526,372,83898,44.99
Kaliganj,3,SAIKAT SARKAR,M,GEN,BJP,10350,23,10373,5.56
Kaliganj,4,None of the Above,,,NOTA,2348,1,2349,1.26
Kaliganj,5,HARROJ ALI SHAIKH,M,GEN,SUCI,1115,4,1119,0.6
Kaliganj,6,BIPLAB ROY,M,SC,SHS,1075,0,1075,0.58
Kaliganj,7,ALTAF HOSSAIN SEKH,M,GEN,CPI(ML)(L),946,0,946,0.51
Kaliganj,8,SUNIL MANDAL,M,SC,BSP,890,0,890,0.48
Kaliganj,9,SWAPAN MODAK,M,GEN,SP,711,0,711,0.38
Nakashipara,1,KALLOL KHAN,M,GEN,AITC,87593,439,88032,46.56
Nakashipara,2,TANMAY GANGULI,M,GEN,CPM,81230,552,81782,43.25
Nakashipara,3,ANUP KUMAR MONDAL,M,SC,BJP,12692,32,12724,6.73
Nakashipara,4,SISIR BASAK,M,GEN,CPI(ML)(L),1768,0,1768,0.94
Nakashipara,5,SWAPAN MONDAL,M,SC,AMB,1732,0,1732,0.92
Nakashipara,6,None of the Above,,,NOTA,1570,1,1571,0.83
Nakashipara,7,SHIPANKAR HALDAR,M,SC,BSP,1475,1,1476,0.78
Chapra,1,RUKBANUR RAHMAN,M,GEN,AITC,89091,465,89556,47.79
Chapra,2,SHAMSUL ISLAM MOLLAH,M,GEN,CPM,75657,436,76093,40.61
